ex_div_date,buy_date,sell_date,buy_price,sell_price,dividend,profit,pct_return,year,ticker
2014-07-01 00:00:00+10:00,2014-06-30 00:00:00+10:00,2014-07-02 00:00:00+10:00,39.586477559017126,39.594585369719844,0.145267,0.15337481070271508,0.38744243024416025,2014,AAA.AX
2014-08-01 00:00:00+10:00,2014-07-31 00:00:00+10:00,2014-08-04 00:00:00+10:00,39.69732892071046,39.715774446133906,0.143274,0.16171952542344314,0.407381377589545,2014,AAA.AX
2014-09-01 00:00:00+10:00,2014-08-29 00:00:00+10:00,2014-09-02 00:00:00+10:00,39.80298605523146,39.82288657566956,0.13501,0.15491052043810072,0.3891932133512386,2014,AAA.AX
2014-10-01 00:00:00+10:00,2014-09-30 00:00:00+10:00,2014-10-02 00:00:00+10:00,39.922260111715254,39.93364166367007,0.144251,0.15563255195481673,0.38983903095492856,2014,AAA.AX
2014-11-03 00:00:00+11:00,2014-10-31 00:00:00+11:00,2014-11-04 00:00:00+11:00,40.037265937552206,40.05172073264504,0.138103,0.1525577950928323,0.3810394928834128,2014,AAA.AX
2014-12-01 00:00:00+11:00,2014-11-28 00:00:00+11:00,2014-12-02 00:00:00+11:00,40.139668576222576,40.1482094990926,0.12069,0.12923092287002902,0.3219531387625387,2014,AAA.AX
2015-01-02 00:00:00+11:00,2014-12-31 00:00:00+11:00,2015-01-05 00:00:00+11:00,40.252387119514864,40.26350096993902,0.143811,0.15492485042415183,0.3848836342653634,2015,AAA.AX
2015-02-02 00:00:00+11:00,2015-01-30 00:00:00+11:00,2015-02-03 00:00:00+11:00,40.35994795924803,40.369318623802315,0.131656,0.14102666455428192,0.3494223151543168,2015,AAA.AX
2015-03-02 00:00:00+11:00,2015-02-27 00:00:00+11:00,2015-03-03 00:00:00+11:00,40.43780025024782,40.46079683422563,0.113428,0.13642458397781354,0.3373689546255115,2015,AAA.AX
2015-04-01 00:00:00+11:00,2015-03-31 00:00:00+11:00,2015-04-02 00:00:00+11:00,40.53752713487654,40.55347440160101,0.124753,0.14070026672446545,0.34708645709030855,2015,AAA.AX
2015-05-01 00:00:00+10:00,2015-04-30 00:00:00+10:00,2015-05-04 00:00:00+10:00,40.638486462986,40.6551731257686,0.115536,0.13222266278259553,0.3253631576634269,2015,AAA.AX
2015-06-01 00:00:00+10:00,2015-05-29 00:00:00+10:00,2015-06-02 00:00:00+10:00,40.72821581169258,40.73997395840329,0.10444,0.11619814671070827,0.28530134304913296,2015,AAA.AX
2015-07-01 00:00:00+10:00,2015-06-30 00:00:00+10:00,2015-07-02 00:00:00+10:00,40.77654164999403,40.8242301940918,0.113578,0.16126654409776364,0.39548852740381246,2015,AAA.AX
2015-08-04 00:00:00+10:00,2015-08-03 00:00:00+10:00,2015-08-05 00:00:00+10:00,40.91390011004083,40.91991367813,0.107419,0.11343256808917346,0.2772470182116311,2015,AAA.AX
2015-09-01 00:00:00+10:00,2015-08-31 00:00:00+10:00,2015-09-02 00:00:00+10:00,40.99343547604103,40.998166131552765,0.105773,0.11050365551173513,0.2695642710314435,2015,AAA.AX
2015-10-01 00:00:00+10:00,2015-09-30 00:00:00+10:00,2015-10-02 00:00:00+10:00,41.075919005700705,41.08997708363603,0.102114,0.11617207793532458,0.28282283329851166,2015,AAA.AX
2015-11-02 00:00:00+11:00,2015-10-30 00:00:00+11:00,2015-11-03 00:00:00+11:00,41.15560168492166,41.17389893101783,0.10226,0.12055724609616902,0.29293034522767786,2015,AAA.AX
2015-12-01 00:00:00+11:00,2015-11-30 00:00:00+11:00,2015-12-02 00:00:00+11:00,41.243773898892776,41.25229858427834,0.105349,0.1138736853855633,0.27609909234959784,2015,AAA.AX
2016-01-04 00:00:00+11:00,2015-12-31 00:00:00+11:00,2016-01-05 00:00:00+11:00,41.338799695839946,41.348207247273535,0.106435,0.11584255143358746,0.28022717709736755,2016,AAA.AX
2016-02-01 00:00:00+11:00,2016-01-29 00:00:00+11:00,2016-02-02 00:00:00+11:00,41.414251096966666,41.42947459521079,0.098456,0.11367949824412449,0.2744936712194967,2016,AAA.AX
2016-03-01 00:00:00+11:00,2016-02-29 00:00:00+11:00,2016-03-02 00:00:00+11:00,41.49979515093744,41.50494002631953,0.106253,0.11139787538209589,0.26842994038147566,2016,AAA.AX
2016-04-01 00:00:00+11:00,2016-03-31 00:00:00+11:00,2016-04-04 00:00:00+10:00,41.5878410372604,41.60054505372594,0.105342,0.11804601646554147,0.28384742636622756,2016,AAA.AX
2016-05-02 00:00:00+10:00,2016-04-29 00:00:00+10:00,2016-05-03 00:00:00+10:00,41.66699333901033,41.67919158935547,0.099682,0.11188025034513771,0.26851049566946045,2016,AAA.AX
2016-06-01 00:00:00+10:00,2016-05-31 00:00:00+10:00,2016-06-02 00:00:00+10:00,41.749920406713294,41.758557761005655,0.100367,0.10900435429235955,0.26108877150058446,2016,AAA.AX
2016-07-01 00:00:00+10:00,2016-06-30 00:00:00+10:00,2016-07-04 00:00:00+10:00,41.83358784107716,41.844893168574885,0.093528,0.10483332749772245,0.250596071023066,2016,AAA.AX
2016-08-02 00:00:00+10:00,2016-08-01 00:00:00+10:00,2016-08-03 00:00:00+10:00,41.91173518032825,41.91934525065195,0.099106,0.10671607032369934,0.2546209787415047,2016,AAA.AX
2016-09-01 00:00:00+10:00,2016-08-31 00:00:00+10:00,2016-09-02 00:00:00+10:00,41.977935186224556,41.988951349893775,0.083133,0.09414916366921489,0.2242825028233185,2016,AAA.AX
2016-10-04 00:00:00+11:00,2016-10-03 00:00:00+11:00,2016-10-05 00:00:00+11:00,42.056016301641826,42.06588621409277,0.091748,0.10161791245094776,0.24162514994788198,2016,AAA.AX
2016-11-02 00:00:00+11:00,2016-11-01 00:00:00+11:00,2016-11-03 00:00:00+11:00,42.12467069820329,42.13412299668157,0.081234,0.09068629847828191,0.21528072973671908,2016,AAA.AX
2016-12-01 00:00:00+11:00,2016-11-30 00:00:00+11:00,2016-12-02 00:00:00+11:00,42.19302544231756,42.201529598668785,0.080109,0.08861315635122224,0.2100184933938099,2016,AAA.AX
2017-01-03 00:00:00+11:00,2016-12-30 00:00:00+11:00,2017-01-04 00:00:00+11:00,42.26473407869759,42.276500121095516,0.08392,0.09568604239792222,0.22639688734289284,2017,AAA.AX
2017-02-01 00:00:00+11:00,2017-01-31 00:00:00+11:00,2017-02-02 00:00:00+11:00,42.339809709100166,42.34764880436437,0.089279,0.09711809526420012,0.22937773204806436,2017,AAA.AX
2017-03-01 00:00:00+11:00,2017-02-28 00:00:00+11:00,2017-03-02 00:00:00+11:00,42.406833465039576,42.413188030392064,0.077502,0.08385656535249097,0.19774304870374906,2017,AAA.AX
2017-04-03 00:00:00+10:00,2017-03-31 00:00:00+11:00,2017-04-04 00:00:00+10:00,42.48091597513924,42.48627348082646,0.086319,0.09167650568722507,0.21580632993148302,2017,AAA.AX
2017-05-01 00:00:00+10:00,2017-04-28 00:00:00+10:00,2017-05-02 00:00:00+10:00,42.54566697799115,42.55178684406714,0.077204,0.08332386607599318,0.1958457158965132,2017,AAA.AX
2017-06-01 00:00:00+10:00,2017-05-31 00:00:00+10:00,2017-06-02 00:00:00+10:00,42.61975246257255,42.6294615861941,0.091405,0.10111412362154937,0.23724709267221789,2017,AAA.AX
2017-07-03 00:00:00+10:00,2017-06-30 00:00:00+10:00,2017-07-04 00:00:00+10:00,42.69753104621826,42.69997685616566,0.082856,0.08530180994740277,0.199781598273369,2017,AAA.AX
2017-08-01 00:00:00+10:00,2017-07-31 00:00:00+10:00,2017-08-02 00:00:00+10:00,42.759657794618676,42.764497353763616,0.085683,0.09052255914494367,0.21170085031956448,2017,AAA.AX
2017-09-01 00:00:00+10:00,2017-08-31 00:00:00+10:00,2017-09-04 00:00:00+10:00,42.83708817510525,42.845974300827365,0.085415,0.09430112572211158,0.22013897241716496,2017,AAA.AX
2017-10-02 00:00:00+11:00,2017-09-29 00:00:00+10:00,2017-10-03 00:00:00+11:00,42.90586819679625,42.914386280635775,0.079952,0.0884700838395247,0.20619576658777575,2017,AAA.AX
2017-11-01 00:00:00+11:00,2017-10-31 00:00:00+11:00,2017-11-02 00:00:00+11:00,42.98294783626182,42.98108778453924,0.08781,0.08594994827741687,0.19996289832152153,2017,AAA.AX
2017-12-01 00:00:00+11:00,2017-11-30 00:00:00+11:00,2017-12-04 00:00:00+11:00,43.04974306764796,43.06068689415869,0.082735,0.09367882651073245,0.2176060060649524,2017,AAA.AX
2018-01-02 00:00:00+11:00,2017-12-29 00:00:00+11:00,2018-01-03 00:00:00+11:00,43.12085455018076,43.13399887084961,0.080259,0.09340332066884827,0.21660823201022747,2018,AAA.AX
2018-02-01 00:00:00+11:00,2018-01-31 00:00:00+11:00,2018-02-02 00:00:00+11:00,43.19857219892509,43.19974898948709,0.091339,0.09251579056199688,0.2141640009210743,2018,AAA.AX
2018-03-01 00:00:00+11:00,2018-02-28 00:00:00+11:00,2018-03-02 00:00:00+11:00,43.268774298829996,43.26673601276792,0.077624,0.0755857139379259,0.17468882620964324,2018,AAA.AX
2018-04-03 00:00:00+10:00,2018-03-29 00:00:00+11:00,2018-04-04 00:00:00+10:00,43.335854807049074,43.35326818206566,0.080117,0.09753037501658923,0.2250570006080157,2018,AAA.AX
2018-05-01 00:00:00+10:00,2018-04-30 00:00:00+10:00,2018-05-02 00:00:00+10:00,43.41383412923017,43.415155946391884,0.09151,0.0928318171617164,0.21383003603271597,2018,AAA.AX
2018-06-01 00:00:00+10:00,2018-05-31 00:00:00+10:00,2018-06-04 00:00:00+10:00,43.48450772594013,43.49800929240976,0.085534,0.09903556646963807,0.22774908041688527,2018,AAA.AX
2018-07-02 00:00:00+10:00,2018-06-29 00:00:00+10:00,2018-07-03 00:00:00+10:00,43.558796492699884,43.56587816252578,0.08313,0.0902116698258908,0.20710321930269485,2018,AAA.AX
2018-08-01 00:00:00+10:00,2018-07-31 00:00:00+10:00,2018-08-02 00:00:00+10:00,43.63112273252342,43.63888741354464,0.088896,0.09666068102121272,0.22154066860434035,2018,AAA.AX
2018-09-03 00:00:00+10:00,2018-08-31 00:00:00+10:00,2018-09-04 00:00:00+10:00,43.708583596918004,43.714067329897816,0.0863,0.09178373297981324,0.20999017910588422,2018,AAA.AX
2018-10-01 00:00:00+10:00,2018-09-28 00:00:00+10:00,2018-10-02 00:00:00+10:00,43.775198109701385,43.78217220625301,0.077966,0.08494009655162671,0.1940370351694706,2018,AAA.AX
2018-11-01 00:00:00+11:00,2018-10-31 00:00:00+11:00,2018-11-02 00:00:00+11:00,43.86084796126181,43.86177190071869,0.091113,0.0920369394568823,0.2098384863379065,2018,AAA.AX
2018-12-03 00:00:00+11:00,2018-11-30 00:00:00+11:00,2018-12-04 00:00:00+11:00,43.92748935853653,43.93467423163656,0.083205,0.09038987310002966,0.20577063342333718,2018,AAA.AX
2019-01-02 00:00:00+11:00,2018-12-31 00:00:00+11:00,2019-01-03 00:00:00+11:00,44.00048660778502,44.010111935454646,0.08596,0.09558532766962458,0.21723697858539734,2019,AAA.AX
2019-02-01 00:00:00+11:00,2019-01-31 00:00:00+11:00,2019-02-04 00:00:00+11:00,44.08043204344745,44.08496161045531,0.085177,0.08970656700785895,0.20350655120494407,2019,AAA.AX
2019-03-01 00:00:00+11:00,2019-02-28 00:00:00+11:00,2019-03-04 00:00:00+11:00,44.14661856542319,44.15304931257951,0.077291,0.08372174715632497,0.18964475621672658,2019,AAA.AX
2019-04-01 00:00:00+11:00,2019-03-29 00:00:00+11:00,2019-04-02 00:00:00+11:00,44.21476348422024,44.22395395152304,0.080389,0.08957946730279787,0.20260080625505955,2019,AAA.AX
2019-05-01 00:00:00+10:00,2019-04-30 00:00:00+10:00,2019-05-02 00:00:00+10:00,44.29460668093314,44.301841735839844,0.088178,0.09541305490670027,0.21540558107669425,2019,AAA.AX
2019-06-03 00:00:00+10:00,2019-05-31 00:00:00+10:00,2019-06-04 00:00:00+10:00,44.372621201354676,44.37691566474521,0.08484,0.08913446339053621,0.20087716474097994,2019,AAA.AX
2019-07-01 00:00:00+10:00,2019-06-28 00:00:00+10:00,2019-07-02 00:00:00+10:00,44.43009804860595,44.44305590980213,0.074615,0.08757286119618612,0.19710256119710237,2019,AAA.AX
2019-08-01 00:00:00+10:00,2019-07-31 00:00:00+10:00,2019-08-02 00:00:00+10:00,44.49631840473872,44.49942769075347,0.06349,0.06659928601474974,0.1496736997631182,2019,AAA.AX
2019-09-02 00:00:00+10:00,2019-08-30 00:00:00+10:00,2019-09-03 00:00:00+10:00,44.55272133807499,44.55456363321586,0.062035,0.0638772951408697,0.14337462049995997,2019,AAA.AX
2019-10-01 00:00:00+10:00,2019-09-30 00:00:00+10:00,2019-10-02 00:00:00+10:00,44.607917689326754,44.61145797550357,0.06395,0.06749028617681319,0.15129665241684537,2019,AAA.AX
2019-11-01 00:00:00+11:00,2019-10-31 00:00:00+11:00,2019-11-04 00:00:00+11:00,44.65599426372117,44.65977392037877,0.054235,0.05801465665759764,0.1299146007476294,2019,AAA.AX
2019-12-02 00:00:00+11:00,2019-11-29 00:00:00+11:00,2019-12-03 00:00:00+11:00,44.69544517299897,44.704431131647304,0.050057,0.059042958648333865,0.13210061656126515,2019,AAA.AX
2020-01-02 00:00:00+11:00,2019-12-31 00:00:00+11:00,2020-01-03 00:00:00+11:00,44.74905927409476,44.752314179182505,0.053651,0.05690590508774562,0.12716670698972316,2020,AAA.AX
2020-02-03 00:00:00+11:00,2020-01-31 00:00:00+11:00,2020-02-04 00:00:00+11:00,44.79700717318369,44.79832514652915,0.051463,0.05278097334546317,0.11782254368336202,2020,AAA.AX
2020-03-02 00:00:00+11:00,2020-02-28 00:00:00+11:00,2020-03-03 00:00:00+11:00,44.83411180703384,44.839877855943556,0.046436,0.05220204890971303,0.1164337751005101,2020,AAA.AX
2020-04-01 00:00:00+11:00,2020-03-31 00:00:00+11:00,2020-04-02 00:00:00+11:00,44.87122892089039,44.87632028672083,0.040681,0.04577236583044453,0.10200827329945181,2020,AAA.AX
2020-05-01 00:00:00+10:00,2020-04-30 00:00:00+10:00,2020-05-04 00:00:00+10:00,44.89872230030189,44.90335694350138,0.03017,0.03480464319948595,0.07751811502941573,2020,AAA.AX
2020-06-01 00:00:00+10:00,2020-05-29 00:00:00+10:00,2020-06-02 00:00:00+10:00,44.92578032352512,44.928448713371424,0.027974,0.030642389846306628,0.06820669474328735,2020,AAA.AX
2020-07-01 00:00:00+10:00,2020-06-30 00:00:00+10:00,2020-07-02 00:00:00+10:00,44.94638896625376,44.95486850277949,0.02945,0.03792953652573061,0.08438839559326673,2020,AAA.AX
2020-08-03 00:00:00+10:00,2020-07-31 00:00:00+10:00,2020-08-04 00:00:00+10:00,44.972825994755325,44.980238401068846,0.028248,0.03566040631351797,0.07929322991105037,2020,AAA.AX
2020-09-01 00:00:00+10:00,2020-08-31 00:00:00+10:00,2020-09-02 00:00:00+10:00,44.99819120028633,45.0046625322393,0.027191,0.033662331952974966,0.0748081890739661,2020,AAA.AX
2020-10-01 00:00:00+10:00,2020-09-30 00:00:00+10:00,2020-10-02 00:00:00+10:00,45.022631856410726,45.02823306295393,0.026238,0.0318392065432036,0.07071822599075814,2020,AAA.AX
2020-11-02 00:00:00+11:00,2020-10-30 00:00:00+11:00,2020-11-03 00:00:00+11:00,45.046231928832285,45.051727294921875,0.026105,0.0316003660895916,0.07015096432375618,2020,AAA.AX
2020-12-01 00:00:00+11:00,2020-11-30 00:00:00+11:00,2020-12-02 00:00:00+11:00,45.06071839506998,45.062066841261355,0.021491,0.02283944619136946,0.05068593445653606,2020,AAA.AX
2021-01-04 00:00:00+11:00,2020-12-31 00:00:00+11:00,2021-01-05 00:00:00+11:00,45.08005730840859,45.08746337890625,0.018217,0.025623070497658773,0.056839037098738145,2021,AAA.AX
2021-02-01 00:00:00+11:00,2021-01-29 00:00:00+11:00,2021-02-02 00:00:00+11:00,45.096462355415284,45.1024315434085,0.016615,0.022584187993217597,0.05007973311792524,2021,AAA.AX
2021-03-01 00:00:00+11:00,2021-02-26 00:00:00+11:00,2021-03-02 00:00:00+11:00,45.11142106515658,45.11666488647461,0.015812,0.02105582131802919,0.04667514527555508,2021,AAA.AX
2021-04-01 00:00:00+11:00,2021-03-31 00:00:00+11:00,2021-04-06 00:00:00+10:00,45.12568945710859,45.13370272362687,0.018878,0.02689126651827678,0.059591923894784134,2021,AAA.AX
2021-05-03 00:00:00+10:00,2021-04-30 00:00:00+10:00,2021-05-04 00:00:00+10:00,45.14269187194341,45.147426576683145,0.01526,0.019994704739730196,0.04429222961813911,2021,AAA.AX
2021-06-01 00:00:00+10:00,2021-05-31 00:00:00+10:00,2021-06-02 00:00:00+10:00,45.15645011172204,45.15248523657897,0.015605,0.011640124856931777,0.025777324896294605,2021,AAA.AX
2021-07-01 00:00:00+10:00,2021-06-30 00:00:00+10:00,2021-07-02 00:00:00+10:00,45.17052493977391,45.165619865241624,0.014567,0.00966192546771083,0.021389889713686355,2021,AAA.AX
2021-08-02 00:00:00+10:00,2021-07-30 00:00:00+10:00,2021-08-03 00:00:00+10:00,45.183661445955664,45.18611528555531,0.012719,0.015172839599642884,0.03358036757997395,2021,AAA.AX
2021-09-01 00:00:00+10:00,2021-08-31 00:00:00+10:00,2021-09-02 00:00:00+10:00,45.19513150799375,45.18868582812452,0.012843,0.006397320130766104,0.014154887744124824,2021,AAA.AX
2021-10-01 00:00:00+10:00,2021-09-30 00:00:00+10:00,2021-10-04 00:00:00+11:00,45.206725530224276,45.19946342407957,0.011938,0.0046758938552926566,0.010343358870720356,2021,AAA.AX
2021-11-01 00:00:00+11:00,2021-10-29 00:00:00+11:00,2021-11-02 00:00:00+11:00,45.208483089531,45.209107941805,0.010677,0.011301852274002044,0.02499940608849854,2021,AAA.AX
2021-12-01 00:00:00+11:00,2021-11-30 00:00:00+11:00,2021-12-02 00:00:00+11:00,45.21813142250977,45.21944298868719,0.011458,0.012769566177418312,0.028239924507498713,2021,AAA.AX
2022-01-04 00:00:00+11:00,2021-12-31 00:00:00+11:00,2022-01-05 00:00:00+11:00,45.22846941269488,45.229522425329044,0.011155,0.012208012634168597,0.02699187656070009,2022,AAA.AX
2022-02-01 00:00:00+11:00,2022-01-31 00:00:00+11:00,2022-02-02 00:00:00+11:00,45.238550650739015,45.23735478090275,0.00867,0.0074741301637359925,0.016521595091406615,2022,AAA.AX
2022-03-01 00:00:00+11:00,2022-02-28 00:00:00+11:00,2022-03-02 00:00:00+11:00,45.24639352243334,45.24401972254291,0.007378,0.005004200109574697,0.011059887252878165,2022,AAA.AX
2022-04-01 00:00:00+11:00,2022-03-31 00:00:00+11:00,2022-04-04 00:00:00+10:00,45.253054649116194,45.25235566844088,0.009212,0.008513019324681181,0.018812032448835902,2022,AAA.AX
2022-05-02 00:00:00+10:00,2022-04-29 00:00:00+10:00,2022-05-03 00:00:00+10:00,45.26138296500889,45.260602034742696,0.00913,0.00834906973380356,0.01844634252616218,2022,AAA.AX
2022-06-01 00:00:00+10:00,2022-05-31 00:00:00+10:00,2022-06-02 00:00:00+10:00,45.27868553263038,45.28720722990936,0.019427,0.027948697278986856,0.0617259466572753,2022,AAA.AX
2022-07-01 00:00:00+10:00,2022-06-30 00:00:00+10:00,2022-07-04 00:00:00+10:00,45.314336196759584,45.32061587043727,0.036937,0.043216673677690665,0.0953708634063166,2022,AAA.AX
2022-08-01 00:00:00+10:00,2022-07-29 00:00:00+10:00,2022-08-02 00:00:00+10:00,45.365869419940026,45.37085723876953,0.055527,0.06051481882950327,0.13339283387106146,2022,AAA.AX
2022-09-01 00:00:00+10:00,2022-08-31 00:00:00+10:00,2022-09-02 00:00:00+10:00,45.4433540749096,45.450180363339534,0.087529,0.0943552884299379,0.20763275587977298,2022,AAA.AX
2022-10-03 00:00:00+11:00,2022-09-30 00:00:00+10:00,2022-10-04 00:00:00+11:00,45.53185857847944,45.54929801566436,0.099166,0.11660543718492278,0.2560963703775452,2022,AAA.AX
2022-11-01 00:00:00+11:00,2022-10-31 00:00:00+11:00,2022-11-02 00:00:00+11:00,45.64023521744029,45.64356238664638,0.113642,0.11696916920608658,0.2562852024070851,2022,AAA.AX
2022-12-01 00:00:00+11:00,2022-11-30 00:00:00+11:00,2022-12-02 00:00:00+11:00,45.75293731689453,45.7548480806561,0.122088,0.12399876376156982,0.2710181488517953,2022,AAA.AX
2023-01-03 00:00:00+11:00,2022-12-30 00:00:00+11:00,2023-01-04 00:00:00+11:00,45.864498537570825,45.89123333649222,0.129208,0.1559427989213944,0.3400076396641527,2023,AAA.AX
2023-02-01 00:00:00+11:00,2023-01-31 00:00:00+11:00,2023-02-02 00:00:00+11:00,45.99200619385502,46.001283062373595,0.14011,0.14938686851857597,0.3248105070453211,2023,AAA.AX
2023-03-01 00:00:00+11:00,2023-02-28 00:00:00+11:00,2023-03-02 00:00:00+11:00,46.11152399907104,46.120611300647454,0.129857,0.1389443015764158,0.30132229327144977,2023,AAA.AX
2023-04-03 00:00:00+10:00,2023-03-31 00:00:00+11:00,2023-04-04 00:00:00+10:00,46.25876621515319,46.27202708602046,0.154335,0.1675958708672738,0.3623007801111083,2023,AAA.AX
2023-05-01 00:00:00+10:00,2023-04-28 00:00:00+10:00,2023-05-02 00:00:00+10:00,46.39212491371157,46.406978607177734,0.141008,0.1558616934661643,0.33596584281505526,2023,AAA.AX
2023-06-01 00:00:00+10:00,2023-05-31 00:00:00+10:00,2023-06-02 00:00:00+10:00,46.55057471751847,46.55970677998046,0.174838,0.183970062461988,0.39520470709194955,2023,AAA.AX
2023-07-03 00:00:00+10:00,2023-06-30 00:00:00+10:00,2023-07-04 00:00:00+10:00,46.7038186856729,46.73013124826012,0.168207,0.19451956258722447,0.4164960554861358,2023,AAA.AX
2023-08-01 00:00:00+10:00,2023-07-31 00:00:00+10:00,2023-08-02 00:00:00+10:00,46.87006197288396,46.88758406802981,0.178728,0.19625009514584946,0.41871097857602,2023,AAA.AX
2023-09-01 00:00:00+10:00,2023-08-31 00:00:00+10:00,2023-09-04 00:00:00+10:00,47.03736434094847,47.06334994828851,0.177647,0.2036326073400403,0.43291670397179866,2023,AAA.AX
2023-10-02 00:00:00+11:00,2023-09-29 00:00:00+10:00,2023-10-03 00:00:00+11:00,47.19488273237803,47.21976960426454,0.166417,0.191303871886511,0.40534875988846775,2023,AAA.AX
2023-11-01 00:00:00+11:00,2023-10-31 00:00:00+11:00,2023-11-02 00:00:00+11:00,47.37058366041104,47.383656242694585,0.183793,0.196865582283543,0.4155861445466403,2023,AAA.AX
2023-12-01 00:00:00+11:00,2023-11-30 00:00:00+11:00,2023-12-04 00:00:00+11:00,47.53502585563339,47.55721240713554,0.173358,0.19554455150214523,0.4113694017881157,2023,AAA.AX
2024-01-02 00:00:00+11:00,2023-12-29 00:00:00+11:00,2024-01-03 00:00:00+11:00,47.70910983724781,47.73310493755161,0.17521,0.1992051003038,0.4175410125725614,2024,AAA.AX
2024-02-01 00:00:00+11:00,2024-01-31 00:00:00+11:00,2024-02-02 00:00:00+11:00,47.89506325939432,47.904344779966664,0.199679,0.20896052057234726,0.4362882233616446,2024,AAA.AX
2024-03-01 00:00:00+11:00,2024-02-29 00:00:00+11:00,2024-03-04 00:00:00+11:00,48.066941993775984,48.083713973310196,0.17747,0.19424197953421185,0.4041072127271245,2024,AAA.AX
2024-04-02 00:00:00+11:00,2024-03-28 00:00:00+11:00,2024-04-03 00:00:00+11:00,48.232495237130955,48.26714011664253,0.170998,0.20564287951157212,0.42635753862732256,2024,AAA.AX
2024-05-01 00:00:00+10:00,2024-04-30 00:00:00+10:00,2024-05-02 00:00:00+10:00,48.42124244228627,48.430226142725886,0.199275,0.20825870043961459,0.4300978040533348,2024,AAA.AX
2024-06-03 00:00:00+10:00,2024-05-31 00:00:00+10:00,2024-06-04 00:00:00+10:00,48.60427354940667,48.631914304177286,0.188449,0.2160897547706142,0.44459003085594334,2024,AAA.AX
2024-07-01 00:00:00+10:00,2024-06-28 00:00:00+10:00,2024-07-02 00:00:00+10:00,48.79205159213784,48.807091897576,0.170467,0.18550730543816485,0.380199846870257,2024,AAA.AX
