,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
FPH.NZ,0.0,0.0,9.861280567818241,2.7378466901464127,7.122869196192436,11.426521907064558,-0.9610793751080817,6.269779762336254,10.001547103014419,6.946936502812517,3.0559035713275597,3.3875439668619425,3.885525407004518,3.610937249298095,0.33305450252673924,-2.437158182278012,1.132719045235144,0.9125238095444876,-0.2991103681948293,1.528451829877167,0.0
AIA.NZ,12.737571529573714,8.728904717565694,5.123316909805185,16.09911522741157,9.845745905987512,3.9241742644031143,1.3570601218234535,7.556847350497943,6.801555109343319,3.115572227631354,2.5628176070635273,6.839170321111585,2.6590901415622583,3.877816668484301,2.2120905128098327,0.0,0.0,0.0,0.49271167693477075,5.181984978393782,0.0
MFT.NZ,6.470812978122568,-0.3294981052670505,11.059488371814348,2.2718216702124248,9.610176461937632,4.585396983939907,-5.23581377172773,3.4001659510288245,5.99657541759286,4.965349039415861,-0.7095359277621535,3.4495155561498074,0.7951159013620067,2.9350866407181764,3.727904842619629,2.3746023998872503,0.9731162356358734,0.5337599355825557,1.6983627484504067,10.190783994628879,0.0
SPK.NZ,0.0,0.0,8.377904536857624,29.275737718675597,28.484353460418667,24.28395287854737,6.7290161009535225,19.6502488752482,-5.891340281048771,10.963503909002394,7.045852110375762,0.9052643441939923,1.0061681906624336,-6.265774405234742,1.961742592319256,-3.8757147329177464,7.740212509186811,4.904374391626297,7.0439818683133115,7.647585766437549,0.0
VCT.NZ,0.0,0.0,23.295915514622422,18.380020064615866,13.006151805921716,2.996173996383002,4.759091874842515,-2.0699408737868,10.09888249693404,10.108499778258704,8.633757931256774,8.676082519761753,8.147033059128631,5.113073710596167,6.426668879072773,4.547582973564182,4.6628430005890396,4.985022074079708,4.691931041314608,3.781369235889639,0.0
GMT.NZ,0.0,0.0,31.810538257539175,45.84149851607168,24.76564320115677,16.183003764016863,9.750713065741785,5.033658429047021,5.108559962554937,11.485142440475611,10.714650191562734,7.402527209032483,8.474986249808355,6.843627713040449,9.051397206928732,6.773059139585746,3.239293408513298,5.873550294772873,4.643231860695824,3.298158118326086,0.0
FBU.NZ,0.0,0.0,12.699933622014075,8.097453164007481,19.177429488484243,5.843384822988607,4.37212008238245,15.412450397638931,15.120161293652929,15.70795105273108,15.318847864947461,15.340370851608917,2.088768903783867,0.0,7.838970636391141,0.0,5.304873324839418,7.123529169864137,7.083594244204486,0.0,0.0
RYM.NZ,0.0,0.0,2.498894629963435,4.839520142040775,8.519630431288562,6.325447427494467,8.453391532348359,7.165177621713934,1.0050519612011257,5.3192909915878275,3.0686785414814537,3.1295658677328086,4.983699761059903,5.561309157367694,2.7813768931708243,3.763512708419627,2.2744145633177766,-2.2667911865882795,0.0,0.0,0.0
AIR.NZ,9.080749224512271,10.122318597941401,13.502858026464848,12.283311000576923,19.369626024000212,1.9018369268902657,4.13687947496441,14.537706428445352,2.028977346300782,9.860737641582292,6.281227064393558,0.974775330392581,12.41427526602963,9.222106400734,9.425569260743636,0.0,0.0,0.0,10.031584609729652,10.820656189250439,0.0
VHP.NZ,0.0,0.0,12.052292990461353,24.378803795769738,21.763295869972335,18.09021818088516,11.047557512125477,6.327476687637138,9.913722792800703,13.08467017149859,9.695072272240754,6.01737727782012,6.392746943900572,7.635595241803166,4.202957299056105,1.7414683896252587,5.713158941149176,2.941301425790348,4.675358314750403,7.327282257739815,0.0
PFI.NZ,22.2938199889245,17.114530592371707,9.787502958970157,17.945473233218188,13.89256940401602,8.812749548389718,6.724285562065301,7.098479358832159,9.690327674947893,12.264274716969002,6.791900062696925,3.913758535151542,5.506964676297672,9.641451166977053,1.3356710506256475,7.98533841756739,3.8398806863943284,-0.8516395278239571,2.363772517392292,5.22847583624055,0.0
SKC.NZ,12.24899356583176,10.865337957702152,12.344411691988906,9.334392141229701,12.34948299414176,9.88519990647712,6.1393991792654266,5.494432037851394,10.968429261916672,10.101256206662615,9.581221103472847,5.724454118411723,7.051907871301628,4.672938136648986,7.3093401841910515,-2.971122105324465,3.4297982966845373,0.0,5.720997659505474,4.512234234825271,0.0
SKL.NZ,16.186144134214068,5.884541120998636,3.9317207619227563,17.12622149758661,10.566500350979219,3.592690960145037,2.640420275069466,2.1022963702484083,-0.8229762870464528,11.188672834089331,12.559190962043822,6.912350203857908,11.271137377059166,7.85208813748447,8.685492595090704,11.327451367412824,2.7960529518990818,3.4404820465521766,2.2360576224498776,5.61829025164401,0.0
ARG.NZ,8.333775575315025,32.21629804296641,24.44891177778817,26.73987975418025,33.687937436122674,20.529207431326373,18.589785975266803,12.982179873397346,12.937159411605032,11.159031826660254,10.425297300579695,4.131438549372843,11.57419823030835,6.597965037175604,4.129108299084513,6.874118739461155,8.223773508380809,2.1747927511831455,2.840862409796344,7.197990346809809,0.0
NZX.NZ,0.0,-3.302814508080491,1.8030149544123728,7.572840261133558,12.729247464872136,-3.359987382393347,8.074120764990429,13.907769943023357,11.702554921304628,6.762928180979963,11.680980553316147,10.447004915933666,9.407826734937254,8.833872358186504,8.915205472281304,5.406853538593411,1.7167684580453417,1.4713670930893383,10.09044601864625,7.528638264550958,0.0
WHS.NZ,11.849215061837473,11.548209612505438,17.351800639060443,10.37217224290148,13.643576981142383,16.65600182804428,3.4104512522925132,10.84048056979872,-4.543072672218979,8.071870607475901,6.363313067795624,9.85833662368683,11.127996064216152,9.97894966936173,8.27440105482965,4.049871026319687,11.638236769385705,7.648395005731473,3.338129003836078,2.3202705895099265,0.0
IFT.NZ,0.0,0.0,0.0,0.202155194757494,8.010778928256999,1.3650322960763497,16.64393534848157,-0.9555435857505361,4.41758907109504,0.29859934418310496,4.703233619663847,9.314077319306822,8.128128360840087,7.121708677299619,6.420426660821308,6.219267533566681,4.701420235677655,4.554867987211667,3.9879711555928115,8.2165269237429,0.0
PCT.NZ,0.0,0.0,0.0,5.40703541627281,11.697124224473864,8.859233228503285,6.904746309282725,4.29540520017664,10.874479135011905,8.513426924728796,7.886309942468168,4.309387612618151,3.347687644459205,8.361147986340972,4.39299266867749,-2.4078127585990172,4.752462624335671,7.157465522786365,7.968688414508657,3.8173661281230804,0.0
FRW.NZ,0.0,0.0,0.0,0.592513425102315,14.711091302567695,18.437410925209512,-1.4679097415912221,4.901466699269634,9.692339574467747,5.393599924802123,6.2693523852634065,5.842061789932577,7.619259629352771,6.338939686140307,11.67659375424141,-7.258149639641512,4.543830715593748,3.84533242505385,7.602945384648486,9.025509336186706,0.0
MNW.NZ,9.000156053308254,0.0,0.0,6.879252433941462,15.97774355247072,10.71867034502539,7.807224898564646,9.249195484343446,10.10200919200971,16.623102537315127,16.045167101594117,10.94751425058992,9.571343387278002,2.404975037896588,-0.2510593685332563,3.5542186508036706,-0.6971729052654512,-0.7800093894827065,3.7747344716224838,3.5650331583901917,0.0
KPG.NZ,0.0,0.0,0.0,8.926694803107184,16.315463371648953,-5.351837102299829,14.38073612632315,7.654809868093727,2.3940188294201983,11.21699593732902,13.199765246338732,3.455186208162404,9.018670091465443,8.177187159517878,7.045658546734698,2.470398791924965,8.350102217048951,8.010283833332698,7.771028392163792,11.843971353252035,0.0
ANZ.NZ,14.549019626823085,8.636415708065492,0.0,2.8028295496652733,6.1974068444832335,10.206023009771773,9.995896839320011,10.229748763466425,7.053246093789243,7.7511667668434985,10.063577511292785,12.702085456892021,4.29299870031539,6.786507202833148,4.692098513172802,9.478076360595583,6.458843978024377,3.1266880272317907,9.490872382225461,5.586861795901909,0.0
CHI.NZ,7.753735880229698,0.0,0.0,0.5430557086294338,5.153736508359821,4.231283918825321,-0.3914005685943547,1.9160219060455908,-1.4681111598561154,0.0,4.283667723303941,10.421493432696026,2.668795376511219,7.517959125911814,5.694112608234715,0.0,0.0,0.0,1.9343447100431517,3.6756882277455674,0.0
SKT.NZ,-1.6180484411810314,4.216667805374499,0.0,3.4050376597616,10.462810458205542,12.002610709432812,10.222843955510202,13.73130561450778,8.935261306390084,8.29784595225031,12.023746809324443,15.168973469004865,14.327255747852265,6.7486561693086164,5.014139465477141,0.0,0.0,50.87536872447482,11.830985688937913,7.914626251599952,0.0
EBO.NZ,0.0,0.0,0.0,0.0,13.728938080851526,14.10779650581867,8.698094001767707,8.110687772346914,3.7692999978889334,7.227986403932151,11.326694186349837,6.018803220742587,3.8516912240011916,7.192825682992291,7.1037248038998175,-5.835888025441042,2.0020853722647916,4.882504522984576,2.671395342136906,4.565337421615062,0.0
CEN.NZ,0.0,0.0,0.0,0.0,12.029494782357016,15.519019720412171,15.028913626969935,12.008345377915324,6.5422699879461135,9.39393914655099,22.44191345557335,11.022045587517038,9.581277372534664,8.579859040487726,9.819678718684003,7.7996749596339505,9.361443273065177,6.703503373182795,6.200350092300494,4.362697896169794,0.0
POT.NZ,0.0,0.0,0.0,0.0,7.347486097622324,7.398509758210771,0.34821501908678143,5.236700914300907,5.0500754830311765,7.035886673526756,4.015145911694506,1.5507312127937256,-4.154986567950635,2.533799744067024,2.724475910162494,5.2302549705642205,4.5509663414608665,2.7764009544579835,3.768530126338508,2.9571561387270675,0.0
HLG.NZ,0.0,0.0,0.0,0.0,30.06716543559597,23.77881611172019,11.736917273134093,20.901897428745407,10.100501866552452,19.34426023181221,9.207406701114321,17.65813570373933,15.958679937753594,4.984056647731922,6.423329361986473,7.5521762281513,7.218213353655765,8.848443873516022,8.716730717416747,5.179300731730416,0.0
SAN.NZ,5.745362730094917,13.106666891789542,0.0,0.0,5.217677139579806,-0.09358467772748384,7.996418256226677,-4.431276454763512,8.525358038385562,3.141300096164997,8.327467642681647,7.789713728054044,4.297579110108171,6.97772989455514,8.81523346960536,-0.009649221641354667,0.0,7.279208056444602,-0.1409181842524746,3.114252945229269,0.0
WBC.NZ,0.0,0.0,0.0,0.0,0.0,9.70683009047947,8.285158796822921,8.543710771996468,3.6521031146323186,7.293172531530423,9.797992360174895,6.7645929620446,5.037140891766538,3.4923772048389403,4.710502273470663,2.437016426296482,6.708226985791421,3.9836513395577167,7.7341875615573805,0.12261045254823966,0.0
THL.NZ,0.0,6.158723034072542,0.0,0.0,0.0,7.019197209027034,0.0,1.0776819860057132,4.489177684112507,17.565901598991978,14.063857845026895,8.882630590156502,8.16921017715946,5.168947718315894,11.115229738803023,0.0,0.0,0.0,5.028304013831372,0.5719427088648903,0.0
KMD.NZ,0.0,0.0,0.0,0.0,0.0,4.306437168263446,7.08405243668653,25.0699771220943,10.696521913234168,3.911169250295949,9.937815460110652,7.26900885832849,9.79083851912736,4.333807264456679,9.22086968556493,0.0,1.8248277613352564,3.9461553836215297,4.483606461755602,0.0,0.0
SPG.NZ,0.0,0.0,0.0,0.0,0.0,0.0,11.829632159417528,12.392495249309045,0.6117065075158394,16.620090544585523,7.707476081044211,11.46514892822938,9.782447070731585,8.26389018956903,7.873621998435636,10.106926128417994,6.046329965164148,3.5692628870452534,0.31028641989785566,1.213617430344853,0.0
CNU.NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.717429232021255,19.655869911130743,0.0,0.0,7.284054007917126,8.57933010793562,1.759623409611018,7.3008229808451155,7.087171180592033,5.522626239836,7.114275045980985,4.268294232134113,6.3497152410652475,0.0
MCY.NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.320408388824761,13.34377640400114,4.577047889892838,-0.39428756349591243,-0.08111643998949791,7.155671753992669,3.2338775927532915,-5.242458935086727,-0.5692869977424608,10.184420845557032,1.4204874106915337,1.7223915496021047,0.0
SUM.NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851085689324236,3.5287392146940553,-3.259654434822849,4.889997040936268,1.476691054984761,5.042360611090837,1.2532071971246883,-8.874061731146364,1.553632336973543,3.650425611898551,0.7243673635015191,1.2036029673432498,0.0
